"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"01/01/2025 11:15:00 - 01/01/2025 11:30:00","BZN|DE-LU","42445.32","40939.87","37912.14","36043.45"
"01/01/2025 11:30:00 - 01/01/2025 11:45:00","BZN|DE-LU","42504.17","41164.69","37934.63","35849.46"
"01/01/2025 11:45:00 - 01/01/2025 12:00:00","BZN|DE-LU","42565.69","41381.76","38220.16","35599.07"
"01/01/2025 12:00:00 - 01/01/2025 12:15:00","BZN|DE-LU","42646.90","41603.72","38215.41","36265.79"
"01/01/2025 12:15:00 - 01/01/2025 12:30:00","BZN|DE-LU","42779.74","41838.69","38333.97","36686.67"
"01/01/2025 12:30:00 - 01/01/2025 12:45:00","BZN|DE-LU","42931.50","42094.41","38668.39","36944.46"
"01/01/2025 12:45:00 - 01/01/2025 13:00:00","BZN|DE-LU","43126.84","42374.40","39007.40","36891.43"
"01/01/2025 13:00:00 - 01/01/2025 13:15:00","BZN|DE-LU","43423.81","42689.60","38635.92","37534.27"
"01/01/2025 13:15:00 - 01/01/2025 13:30:00","BZN|DE-LU","43687.54","42972.30","39231.85","37432.76"
"01/01/2025 13:30:00 - 01/01/2025 13:45:00","BZN|DE-LU","43885.10","43202.85","39971.68","37676.92"
"01/01/2025 13:45:00 - 01/01/2025 14:00:00","BZN|DE-LU","44052.54","43410.93","40169.51","38061.79"
"01/01/2025 14:00:00 - 01/01/2025 14:15:00","BZN|DE-LU","44178.53","43730.83","40409.63","37969.29"
"01/01/2025 14:15:00 - 01/01/2025 14:30:00","BZN|DE-LU","44262.47","43922.89","40719.89","38319.90"
"01/01/2025 14:30:00 - 01/01/2025 14:45:00","BZN|DE-LU","44352.82","44118.39","40533.84","38957.71"
"01/01/2025 14:45:00 - 01/01/2025 15:00:00","BZN|DE-LU","44459.95","44320.02","40644.28","39368.74"
"01/01/2025 15:00:00 - 01/01/2025 15:15:00","BZN|DE-LU","44736.48","44576.82","40971.55","40053.00"
"01/01/2025 15:15:00 - 01/01/2025 15:30:00","BZN|DE-LU","44931.07","44746.15","41689.71","41154.58"
"01/01/2025 15:30:00 - 01/01/2025 15:45:00","BZN|DE-LU","45082.67","44952.52","42321.26","41902.74"
"01/01/2025 15:45:00 - 01/01/2025 16:00:00","BZN|DE-LU","45227.07","45127.00","42868.53","42265.35"
"01/01/2025 16:00:00 - 01/01/2025 16:15:00","BZN|DE-LU","45313.49","45285.05","43149.53","41452.02"
"01/01/2025 16:15:00 - 01/01/2025 16:30:00","BZN|DE-LU","45342.07","45318.57","43632.70","41778.15"
"01/01/2025 16:30:00 - 01/01/2025 16:45:00","BZN|DE-LU","45373.45","45362.05","43522.33","42336.04"
"01/01/2025 16:45:00 - 01/01/2025 17:00:00","BZN|DE-LU","45430.88","45400.27","43427.92","42377.14"
"01/01/2025 17:00:00 - 01/01/2025 17:15:00","BZN|DE-LU","45614.07","45504.14","43442.89","43032.75"
"01/01/2025 17:15:00 - 01/01/2025 17:30:00","BZN|DE-LU","45806.86","45626.49","43741.98","43979.34"
"01/01/2025 17:30:00 - 01/01/2025 17:45:00","BZN|DE-LU","45932.29","45722.20","43994.57","44226.93"
"01/01/2025 17:45:00 - 01/01/2025 18:00:00","BZN|DE-LU","46137.12","45877.20","44396.22","44348.71"
"01/01/2025 18:00:00 - 01/01/2025 18:15:00","BZN|DE-LU","46229.80","45960.66","44828.79","44483.96"
"01/01/2025 18:15:00 - 01/01/2025 18:30:00","BZN|DE-LU","46152.78","45958.62","45004.22","44502.25"
"01/01/2025 18:30:00 - 01/01/2025 18:45:00","BZN|DE-LU","46096.60","45969.54","45326.31","44213.69"
"01/01/2025 18:45:00 - 01/01/2025 19:00:00","BZN|DE-LU","46045.09","45968.35","45294.21","44173.68"
"01/01/2025 19:00:00 - 01/01/2025 19:15:00","BZN|DE-LU","45944.16","45922.41","45180.56","43807.68"
"01/01/2025 19:15:00 - 01/01/2025 19:30:00","BZN|DE-LU","45772.71","45875.43","44847.46","43552.25"
"01/01/2025 19:30:00 - 01/01/2025 19:45:00","BZN|DE-LU","45611.58","45831.77","44934.85","43419.70"
"01/01/2025 19:45:00 - 01/01/2025 20:00:00","BZN|DE-LU","45452.87","45808.05","44651.32","43148.35"
"01/01/2025 20:00:00 - 01/01/2025 20:15:00","BZN|DE-LU","45234.88","45694.55","44221.22","43192.73"
"01/01/2025 20:15:00 - 01/01/2025 20:30:00","BZN|DE-LU","44961.56","45491.45","44104.38","42830.49"
"01/01/2025 20:30:00 - 01/01/2025 20:45:00","BZN|DE-LU","44673.57","45287.95","44124.90","42612.02"
"01/01/2025 20:45:00 - 01/01/2025 21:00:00","BZN|DE-LU","44364.22","45065.20","44136.56","42650.95"
"01/01/2025 21:00:00 - 01/01/2025 21:15:00","BZN|DE-LU","43962.00","44800.11","44026.36","42248.71"
"01/01/2025 21:15:00 - 01/01/2025 21:30:00","BZN|DE-LU","43480.98","44508.75","44028.71","41639.60"
"01/01/2025 21:30:00 - 01/01/2025 21:45:00","BZN|DE-LU","42991.95","44219.07","44019.96","41243.68"
"01/01/2025 21:45:00 - 01/01/2025 22:00:00","BZN|DE-LU","42498.84","43926.35","43660.68","41142.10"
"01/01/2025 22:00:00 - 01/01/2025 22:15:00","BZN|DE-LU","41302.03","42797.18","42142.79","39706.19"
"01/01/2025 22:15:00 - 01/01/2025 22:30:00","BZN|DE-LU","40819.00","42407.51","41798.16","39809.59"
"01/01/2025 22:30:00 - 01/01/2025 22:45:00","BZN|DE-LU","40335.69","42015.23","41981.99","39878.10"
"01/01/2025 22:45:00 - 01/01/2025 23:00:00","BZN|DE-LU","39831.87","41601.94","41555.46","39838.07"
"01/01/2025 23:00:00 - 01/01/2025 23:15:00","BZN|DE-LU","39352.03","41174.72","40873.20","40133.03"
"01/01/2025 23:15:00 - 01/01/2025 23:30:00","BZN|DE-LU","38934.26","40733.57","40876.99","39985.38"
"01/01/2025 23:30:00 - 01/01/2025 23:45:00","BZN|DE-LU","38521.23","40284.77","40944.06","39670.08"
"01/01/2025 23:45:00 - 02/01/2025 00:00:00","BZN|DE-LU","38104.78","39822.98","40748.29","39261.29"
"02/01/2025 00:00:00 - 02/01/2025 00:15:00","BZN|DE-LU","40695.83","39432.44","39432.44","38858.59"
"02/01/2025 00:15:00 - 02/01/2025 00:30:00","BZN|DE-LU","40230.67","39068.92","39068.92","38012.26"
"02/01/2025 00:30:00 - 02/01/2025 00:45:00","BZN|DE-LU","39753.35","38593.02","38593.02","37774.55"
"02/01/2025 00:45:00 - 02/01/2025 01:00:00","BZN|DE-LU","39232.54","37981.94","37981.94","36912.92"
"02/01/2025 01:00:00 - 02/01/2025 01:15:00","BZN|DE-LU","38758.08","37405.29","37405.29","36677.76"
"02/01/2025 01:15:00 - 02/01/2025 01:30:00","BZN|DE-LU","38351.84","36858.85","36858.85","36731.92"
"02/01/2025 01:30:00 - 02/01/2025 01:45:00","BZN|DE-LU","37966.54","36138.37","36138.37","36541.16"
"02/01/2025 01:45:00 - 02/01/2025 02:00:00","BZN|DE-LU","37561.65","35991.67","35991.67","35591.01"
"02/01/2025 02:00:00 - 02/01/2025 02:15:00","BZN|DE-LU","37112.22","35908.36","35908.36","34502.51"
"02/01/2025 02:15:00 - 02/01/2025 02:30:00","BZN|DE-LU","36595.58","35560.19","35560.19","33951.96"
"02/01/2025 02:30:00 - 02/01/2025 02:45:00","BZN|DE-LU","36066.33","34817.99","34817.99","34174.84"
"02/01/2025 02:45:00 - 02/01/2025 03:00:00","BZN|DE-LU","35518.87","34382.51","34382.51","34282.67"
"02/01/2025 03:00:00 - 02/01/2025 03:15:00","BZN|DE-LU","34921.86","33533.45","33533.45","33670.37"
"02/01/2025 03:15:00 - 02/01/2025 03:30:00","BZN|DE-LU","34300.24","33375.67","33375.67","33049.33"
"02/01/2025 03:30:00 - 02/01/2025 03:45:00","BZN|DE-LU","33657.31","33287.43","33287.43","32165.08"
"02/01/2025 03:45:00 - 02/01/2025 04:00:00","BZN|DE-LU","32994.82","32935.39","32935.39","31681.93"
"02/01/2025 04:00:00 - 02/01/2025 04:15:00","BZN|DE-LU","32320.66","32287.08","32287.08","31157.97"
"02/01/2025 04:15:00 - 02/01/2025 04:30:00","BZN|DE-LU","31760.69","31729.83","31729.83","31115.77"
"02/01/2025 04:30:00 - 02/01/2025 04:45:00","BZN|DE-LU","31197.52","31499.55","31499.55","30905.47"
"02/01/2025 04:45:00 - 02/01/2025 05:00:00","BZN|DE-LU","30622.08","30852.87","30852.87","30629.65"
"02/01/2025 05:00:00 - 02/01/2025 05:15:00","BZN|DE-LU","29946.77","30130.65","30130.65","30215.30"
"02/01/2025 05:15:00 - 02/01/2025 05:30:00","BZN|DE-LU","29246.17","29551.12","29551.13","29960.40"
"02/01/2025 05:30:00 - 02/01/2025 05:45:00","BZN|DE-LU","28543.06","28696.40","28696.40","29677.19"
"02/01/2025 05:45:00 - 02/01/2025 06:00:00","BZN|DE-LU","27835.30","27913.92","27913.92","29691.73"
"02/01/2025 06:00:00 - 02/01/2025 06:15:00","BZN|DE-LU","27495.07","27893.03","27893.03","29612.41"
"02/01/2025 06:15:00 - 02/01/2025 06:30:00","BZN|DE-LU","26869.72","27528.05","27528.05","28563.78"
"02/01/2025 06:30:00 - 02/01/2025 06:45:00","BZN|DE-LU","26224.01","27023.79","27022.03","27944.33"
"02/01/2025 06:45:00 - 02/01/2025 07:00:00","BZN|DE-LU","25534.24","26188.48","26186.13","27050.85"
"02/01/2025 07:00:00 - 02/01/2025 07:15:00","BZN|DE-LU","24843.06","25032.86","25029.21","25882.88"
"02/01/2025 07:15:00 - 02/01/2025 07:30:00","BZN|DE-LU","24181.71","24219.85","24213.90","25335.09"
"02/01/2025 07:30:00 - 02/01/2025 07:45:00","BZN|DE-LU","23565.99","23657.73","23740.28","24925.75"
"02/01/2025 07:45:00 - 02/01/2025 08:00:00","BZN|DE-LU","22972.61","23019.95","22937.87","24377.15"
"02/01/2025 08:00:00 - 02/01/2025 08:15:00","BZN|DE-LU","22403.30","22331.08","22387.25","23353.77"
"02/01/2025 08:15:00 - 02/01/2025 08:30:00","BZN|DE-LU","21843.88","21587.15","21950.40","22217.12"
"02/01/2025 08:30:00 - 02/01/2025 08:45:00","BZN|DE-LU","21291.05","20772.69","21492.25","21697.96"
"02/01/2025 08:45:00 - 02/01/2025 09:00:00","BZN|DE-LU","20741.40","20065.17","20762.18","20971.44"
"02/01/2025 09:00:00 - 02/01/2025 09:15:00","BZN|DE-LU","20183.22","19066.09","19715.43","20141.17"
"02/01/2025 09:15:00 - 02/01/2025 09:30:00","BZN|DE-LU","19586.19","18308.41","19031.14","18869.29"
"02/01/2025 09:30:00 - 02/01/2025 09:45:00","BZN|DE-LU","18994.42","17544.51","18409.74","17798.62"
"02/01/2025 09:45:00 - 02/01/2025 10:00:00","BZN|DE-LU","18454.13","16817.95","17805.89","17095.77"
"02/01/2025 10:00:00 - 02/01/2025 10:15:00","BZN|DE-LU","17895.77","16156.10","16986.01","16224.20"
"02/01/2025 10:15:00 - 02/01/2025 10:30:00","BZN|DE-LU","17338.00","15621.65","16064.74","15529.66"
"02/01/2025 10:30:00 - 02/01/2025 10:45:00","BZN|DE-LU","16773.72","15078.21","15517.72","14878.93"
"02/01/2025 10:45:00 - 02/01/2025 11:00:00","BZN|DE-LU","16210.47","14538.38","14892.78","14201.29"
"02/01/2025 11:00:00 - 02/01/2025 11:15:00","BZN|DE-LU","15727.39","14063.66","14322.36","13646.07"
"02/01/2025 11:15:00 - 02/01/2025 11:30:00","BZN|DE-LU","15405.68","13795.00","14056.86","13228.92"
"02/01/2025 11:30:00 - 02/01/2025 11:45:00","BZN|DE-LU","15087.06","13527.78","13705.09","12711.97"
"02/01/2025 11:45:00 - 02/01/2025 12:00:00","BZN|DE-LU","14769.54","13265.50","13322.13","12171.18"
"02/01/2025 12:00:00 - 02/01/2025 12:15:00","BZN|DE-LU","14542.83","13058.20","13090.87","11849.74"
"02/01/2025 12:15:00 - 02/01/2025 12:30:00","BZN|DE-LU","14489.43","12971.19","12866.34","11703.31"
"02/01/2025 12:30:00 - 02/01/2025 12:45:00","BZN|DE-LU","14439.72","12896.45","12564.01","11723.95"
"02/01/2025 12:45:00 - 02/01/2025 13:00:00","BZN|DE-LU","14401.25","12836.21","12385.71","11965.81"
"02/01/2025 13:00:00 - 02/01/2025 13:15:00","BZN|DE-LU","14401.13","12786.09","12172.74","11844.56"
"02/01/2025 13:15:00 - 02/01/2025 13:30:00","BZN|DE-LU","14425.13","12746.65","12169.71","11882.30"
"02/01/2025 13:30:00 - 02/01/2025 13:45:00","BZN|DE-LU","14424.56","12688.88","12457.50","12004.98"
"02/01/2025 13:45:00 - 02/01/2025 14:00:00","BZN|DE-LU","14403.04","12614.78","12281.06","11785.28"
"02/01/2025 14:00:00 - 02/01/2025 14:15:00","BZN|DE-LU","14317.36","12901.31","12128.58","11723.01"
"02/01/2025 14:15:00 - 02/01/2025 14:30:00","BZN|DE-LU","14122.90","12738.22","11870.75","11397.33"
"02/01/2025 14:30:00 - 02/01/2025 14:45:00","BZN|DE-LU","13928.91","12574.56","11771.01","11105.77"
"02/01/2025 14:45:00 - 02/01/2025 15:00:00","BZN|DE-LU","13729.57","12410.73","11537.74","11142.62"
"02/01/2025 15:00:00 - 02/01/2025 15:15:00","BZN|DE-LU","13581.91","12298.24","11298.50","11249.74"
"02/01/2025 15:15:00 - 02/01/2025 15:30:00","BZN|DE-LU","13593.83","12283.88","11130.21","11582.71"
"02/01/2025 15:30:00 - 02/01/2025 15:45:00","BZN|DE-LU","13608.61","12284.51","11158.32","11704.14"
"02/01/2025 15:45:00 - 02/01/2025 16:00:00","BZN|DE-LU","13636.81","12287.49","11309.65","11845.46"
"02/01/2025 16:00:00 - 02/01/2025 16:15:00","BZN|DE-LU","13682.32","12358.29","11621.65","12543.51"
"02/01/2025 16:15:00 - 02/01/2025 16:30:00","BZN|DE-LU","13940.72","12686.28","12185.79","12446.81"
"02/01/2025 16:30:00 - 02/01/2025 16:45:00","BZN|DE-LU","14199.92","13023.91","12370.89","12996.55"
"02/01/2025 16:45:00 - 02/01/2025 17:00:00","BZN|DE-LU","14455.30","13347.47","12656.90","13390.18"
"02/01/2025 17:00:00 - 02/01/2025 17:15:00","BZN|DE-LU","14754.22","13650.24","12862.37","13973.74"
"02/01/2025 17:15:00 - 02/01/2025 17:30:00","BZN|DE-LU","15141.45","13934.36","13086.31","14684.67"
"02/01/2025 17:30:00 - 02/01/2025 17:45:00","BZN|DE-LU","15522.50","14220.20","13703.56","14965.83"
"02/01/2025 17:45:00 - 02/01/2025 18:00:00","BZN|DE-LU","15898.75","14498.86","14255.65","15140.31"
"02/01/2025 18:00:00 - 02/01/2025 18:15:00","BZN|DE-LU","16258.63","14783.07","14748.36","15465.44"
"02/01/2025 18:15:00 - 02/01/2025 18:30:00","BZN|DE-LU","16559.40","15051.58","15099.82","15839.93"
"02/01/2025 18:30:00 - 02/01/2025 18:45:00","BZN|DE-LU","16858.78","15312.87","15086.78","16110.95"
"02/01/2025 18:45:00 - 02/01/2025 19:00:00","BZN|DE-LU","17155.65","15569.16","15390.58","16507.77"
"02/01/2025 19:00:00 - 02/01/2025 19:15:00","BZN|DE-LU","17396.20","15844.33","15640.65","17097.93"
"02/01/2025 19:15:00 - 02/01/2025 19:30:00","BZN|DE-LU","17561.93","16170.01","16032.28","17754.82"
"02/01/2025 19:30:00 - 02/01/2025 19:45:00","BZN|DE-LU","17745.90","16513.05","16438.23","18238.57"
"02/01/2025 19:45:00 - 02/01/2025 20:00:00","BZN|DE-LU","17963.26","16896.09","17107.44","18744.94"
"02/01/2025 20:00:00 - 02/01/2025 20:15:00","BZN|DE-LU","18165.66","17203.91","17681.60","18930.33"
"02/01/2025 20:15:00 - 02/01/2025 20:30:00","BZN|DE-LU","18320.46","17414.92","18063.94","19041.40"
"02/01/2025 20:30:00 - 02/01/2025 20:45:00","BZN|DE-LU","18440.19","17588.97","18419.76","19016.45"
"02/01/2025 20:45:00 - 02/01/2025 21:00:00","BZN|DE-LU","18539.28","17745.29","18580.49","18859.02"
"02/01/2025 21:00:00 - 02/01/2025 21:15:00","BZN|DE-LU","18630.92","17896.06","18581.82","18869.64"
"02/01/2025 21:15:00 - 02/01/2025 21:30:00","BZN|DE-LU","18717.91","18038.29","18480.21","18887.06"
"02/01/2025 21:30:00 - 02/01/2025 21:45:00","BZN|DE-LU","18797.11","18174.04","18317.10","18797.44"
"02/01/2025 21:45:00 - 02/01/2025 22:00:00","BZN|DE-LU","18870.16","18304.60","18322.11","18843.84"
"02/01/2025 22:00:00 - 02/01/2025 22:15:00","BZN|DE-LU","18789.55","18261.11","18138.17","18257.00"
"02/01/2025 22:15:00 - 02/01/2025 22:30:00","BZN|DE-LU","18861.76","18316.26","18044.46","18434.19"
"02/01/2025 22:30:00 - 02/01/2025 22:45:00","BZN|DE-LU","18930.34","18367.46","17987.50","18530.84"
"02/01/2025 22:45:00 - 02/01/2025 23:00:00","BZN|DE-LU","18997.08","18407.25","17967.70","18459.60"
"02/01/2025 23:00:00 - 02/01/2025 23:15:00","BZN|DE-LU","19075.79","18440.24","17907.30","18493.94"
"02/01/2025 23:15:00 - 02/01/2025 23:30:00","BZN|DE-LU","19164.02","18464.51","18050.69","18802.48"
"02/01/2025 23:30:00 - 02/01/2025 23:45:00","BZN|DE-LU","19244.71","18481.37","17949.28","18951.25"
"02/01/2025 23:45:00 - 03/01/2025 00:00:00","BZN|DE-LU","19322.95","18491.05","17993.32","19099.05"
"03/01/2025 00:00:00 - 03/01/2025 00:15:00","BZN|DE-LU","18776.79","18486.24","18486.24","19007.32"
"03/01/2025 00:15:00 - 03/01/2025 00:30:00","BZN|DE-LU","18800.27","18617.92","18617.92","19034.77"
"03/01/2025 00:30:00 - 03/01/2025 00:45:00","BZN|DE-LU","18816.38","18886.06","18886.06","19116.75"
"03/01/2025 00:45:00 - 03/01/2025 01:00:00","BZN|DE-LU","18829.30","18952.85","18952.85","19263.69"
"03/01/2025 01:00:00 - 03/01/2025 01:15:00","BZN|DE-LU","18881.79","18862.32","18862.32","19308.68"
"03/01/2025 01:15:00 - 03/01/2025 01:30:00","BZN|DE-LU","19000.68","18861.35","18861.35","19108.76"
"03/01/2025 01:30:00 - 03/01/2025 01:45:00","BZN|DE-LU","19125.89","19022.31","19022.31","19267.14"
"03/01/2025 01:45:00 - 03/01/2025 02:00:00","BZN|DE-LU","19264.23","19183.98","19183.98","19538.91"
"03/01/2025 02:00:00 - 03/01/2025 02:15:00","BZN|DE-LU","19410.83","19304.81","19304.81","19825.66"
"03/01/2025 02:15:00 - 03/01/2025 02:30:00","BZN|DE-LU","19594.93","19433.76","19433.76","19976.71"
"03/01/2025 02:30:00 - 03/01/2025 02:45:00","BZN|DE-LU","19778.05","19640.33","19640.33","20351.05"
"03/01/2025 02:45:00 - 03/01/2025 03:00:00","BZN|DE-LU","19961.85","19720.03","19720.03","20592.06"
"03/01/2025 03:00:00 - 03/01/2025 03:15:00","BZN|DE-LU","20217.63","19859.16","19859.16","20548.69"
"03/01/2025 03:15:00 - 03/01/2025 03:30:00","BZN|DE-LU","20643.35","20290.35","20290.35","20621.99"
"03/01/2025 03:30:00 - 03/01/2025 03:45:00","BZN|DE-LU","21063.46","20925.75","20925.75","20798.88"
"03/01/2025 03:45:00 - 03/01/2025 04:00:00","BZN|DE-LU","21473.62","21028.92","21028.92","21474.11"
"03/01/2025 04:00:00 - 03/01/2025 04:15:00","BZN|DE-LU","21906.34","20998.67","20998.67","22287.51"
"03/01/2025 04:15:00 - 03/01/2025 04:30:00","BZN|DE-LU","22398.95","21297.67","21297.67","22865.97"
"03/01/2025 04:30:00 - 03/01/2025 04:45:00","BZN|DE-LU","22901.20","22279.93","22279.93","23605.55"
"03/01/2025 04:45:00 - 03/01/2025 05:00:00","BZN|DE-LU","23412.80","22963.32","22963.32","24002.47"
"03/01/2025 05:00:00 - 03/01/2025 05:15:00","BZN|DE-LU","23985.38","23838.20","23838.20","24352.35"
"03/01/2025 05:15:00 - 03/01/2025 05:30:00","BZN|DE-LU","24625.50","24440.91","24440.91","25073.51"
"03/01/2025 05:30:00 - 03/01/2025 05:45:00","BZN|DE-LU","25254.37","24832.91","24832.91","25951.67"
"03/01/2025 05:45:00 - 03/01/2025 06:00:00","BZN|DE-LU","25877.63","25397.78","25397.78","26412.50"
"03/01/2025 06:00:00 - 03/01/2025 06:15:00","BZN|DE-LU","27076.52","26391.62","26391.62","28142.28"
"03/01/2025 06:15:00 - 03/01/2025 06:30:00","BZN|DE-LU","27723.42","27080.47","27080.47","28704.06"
"03/01/2025 06:30:00 - 03/01/2025 06:45:00","BZN|DE-LU","28313.79","27311.87","27309.73","29544.23"
"03/01/2025 06:45:00 - 03/01/2025 07:00:00","BZN|DE-LU","28814.17","27973.98","27971.31","30113.00"
"03/01/2025 07:00:00 - 03/01/2025 07:15:00","BZN|DE-LU","29218.91","28620.21","28616.86","30507.85"
"03/01/2025 07:15:00 - 03/01/2025 07:30:00","BZN|DE-LU","29596.75","29076.19","29039.09","31199.81"
"03/01/2025 07:30:00 - 03/01/2025 07:45:00","BZN|DE-LU","30065.76","29738.49","29898.84","31516.09"
"03/01/2025 07:45:00 - 03/01/2025 08:00:00","BZN|DE-LU","30573.84","30391.74","30490.17","32290.22"
"03/01/2025 08:00:00 - 03/01/2025 08:15:00","BZN|DE-LU","31042.88","30975.87","30980.18","32796.66"
"03/01/2025 08:15:00 - 03/01/2025 08:30:00","BZN|DE-LU","31380.22","31480.71","31655.83","33409.31"
"03/01/2025 08:30:00 - 03/01/2025 08:45:00","BZN|DE-LU","31726.43","31977.84","32191.28","33643.55"
"03/01/2025 08:45:00 - 03/01/2025 09:00:00","BZN|DE-LU","32088.13","32446.82","32763.83","33803.71"
"03/01/2025 09:00:00 - 03/01/2025 09:15:00","BZN|DE-LU","32402.13","33604.37","33884.31","33741.17"
"03/01/2025 09:15:00 - 03/01/2025 09:30:00","BZN|DE-LU","32606.67","33865.60","34095.15","33711.86"
"03/01/2025 09:30:00 - 03/01/2025 09:45:00","BZN|DE-LU","32813.16","34148.17","33942.50","33874.36"
